net,length_um
_054503_,46.48µm
_013146_,46.44µm
_015876_,46.44µm
_045174_,46.44µm
_056486_,46.44µm
u_qspi.reg_adr\[2\],46.43µm
_012806_,46.42µm
_035728_,46.42µm
_048455_,46.41µm
_027328_,46.4µm
_046713_,46.4µm
_046924_,46.4µm
_034355_,46.38µm
_054785_,46.38µm
_012068_,46.36µm
_032495_,46.36µm
_039130_,46.36µm
_047098_,46.36µm
u_jtag.bus_rdata_result\[21\],46.36µm
_013269_,46.33µm
_045833_,46.33µm
_023823_,46.32µm
_032632_,46.32µm
u_npu.u_npu_engine.fc_acc\[67\],46.32µm
u_npu.u_npu_sram.dout_a\[403\],46.31µm
_055692_,46.3µm
_030218_,46.28µm
u_dma.w_data_lat\[1\],46.28µm
u_npu.u_npu_csr.done_sticky,46.28µm
net6459,46.28µm
u_dma.xfer_cnt\[5\],46.26µm
u_npu.u_npu_sram.dout_b\[416\],46.26µm
u_npu.u_npu_sram.dout_a\[439\],46.23µm
_014727_,46.22µm
_026596_,46.22µm
_029432_,46.22µm
_030089_,46.22µm
_035221_,46.22µm
_012065_,46.2µm
_030843_,46.2µm
_037437_,46.2µm
_027714_,46.18µm
_033731_,46.18µm
_035397_,46.18µm
_054430_,46.18µm
_012723_,46.17µm
_017178_,46.17µm
u_npu.u_npu_sram.dout_a\[270\],46.17µm
_043092_,46.16µm
u_npu.in_offset_addr\[6\],46.145µm
_028642_,46.14µm
_048705_,46.14µm
u_uart1.u_tx.clk_cnt_r\[27\],46.13µm
u_i2c.tick_cnt\[0\],46.12µm
u_jtag.dr_reg\[19\],46.12µm
_027060_,46.1µm
_047800_,46.1µm
_029481_,46.095µm
u_core.ex_stage_i.alu_i.alu_div_i.BReg_DP\[16\],46.09µm
_012241_,46.08µm
_018570_,46.06µm
_040509_,46.06µm
_046120_,46.06µm
_054049_,46.06µm
_054793_,46.06µm
u_npu.u_npu_sram.dout_a\[435\],46.05µm
u_npu.u_npu_sram.dout_b\[273\],46.05µm
_035369_,46.045µm
_017280_,46.04µm
_035801_,46.04µm
_044135_,46.04µm
_020961_,46.02µm
_038460_,46.02µm
_024990_,45.98µm
_030919_,45.98µm
_052169_,45.98µm
u_npu.u_npu_engine.fc_idx\[5\],45.945µm
u_uart1.u_rx.clk_cnt_r\[12\],45.945µm
_016950_,45.94µm
u_core.ex_stage_i.mult_i.op_c_i\[10\],45.94µm
u_uart2.u_rx.clk_cnt_r\[20\],45.94µm
u_npu.u_npu_sram.dout_a\[144\],45.93µm
_012590_,45.92µm
_048591_,45.92µm
net6683,45.915µm
_045452_,45.905µm
_049481_,45.9µm
u_npu.u_npu_sram.dout_a\[36\],45.9µm
u_uart2.reg_irq_en_r\[3\],45.9µm
_039323_,45.89µm
u_core.id_stage_i.controller_i.ctrl_fsm_cs\[4\],45.885µm
u_npu.u_npu_sram.dout_a\[138\],45.87µm
_016966_,45.86µm
_041222_,45.86µm
_014170_,45.85µm
_027571_,45.84µm
_055958_,45.84µm
clknet_leaf_178_clk_i_regs,45.84µm
_027941_,45.825µm
_013697_,45.82µm
_025607_,45.82µm
_031210_,45.82µm
u_npu.u_npu_sram.dout_a\[399\],45.81µm
u_npu.u_npu_sram.dout_a\[404\],45.81µm
u_npu.u_npu_sram.dout_a\[409\],45.81µm
_028744_,45.8µm
_040716_,45.8µm
_045582_,45.8µm
_047376_,45.8µm
_030128_,45.78µm
u_npu.u_npu_sram.dout_a\[434\],45.77µm
_031383_,45.76µm
u_interconnect.write_sel_q\[2\],45.755µm
u_timer.reg_tim_pre\[1\],45.75µm
clknet_leaf_878_clk_i_regs,45.75µm
_028540_,45.74µm
_014714_,45.73µm
_014788_,45.72µm
_015419_,45.72µm
u_npu.u_npu_sram.dout_a\[398\],45.72µm
_014851_,45.7µm
_014980_,45.7µm
u_qspi.ccr_prescaler\[3\],45.7µm
_031540_,45.68µm
_042175_,45.68µm
u_npu.u_npu_sram.dout_a\[394\],45.68µm
u_npu.u_npu_sram.dout_b\[158\],45.67µm
_032627_,45.66µm
_016987_,45.64µm
_022287_,45.64µm
_029146_,45.64µm
_034039_,45.64µm
_043600_,45.64µm
_053201_,45.64µm
u_jtag.csr_aw_addr_lat\[4\],45.64µm
_024339_,45.62µm
_054821_,45.62µm
_015587_,45.6µm
_050659_,45.6µm
_051764_,45.6µm
_026122_,45.58µm
u_npu.u_npu_sram.dout_a\[136\],45.57µm
_015821_,45.565µm
_014766_,45.56µm
_049651_,45.56µm
u_uart2.u_tx.clk_cnt_r\[1\],45.555µm
_038195_,45.545µm
u_core.id_stage_i.register_file_i.mem\[84\],45.52µm
_013271_,45.5µm
_025888_,45.5µm
_027145_,45.5µm
u_npu.u_npu_sram.dout_a\[402\],45.5µm
u_npu.u_npu_sram.dout_b\[60\],45.5µm
_044252_,45.48µm
_050341_,45.48µm
_052210_,45.48µm
_054429_,45.48µm
u_uart2.pack_rd_d,45.47µm
_032996_,45.46µm
_050638_,45.46µm
_053703_,45.46µm
u_npu.u_npu_sram.dout_a\[263\],45.46µm
u_npu.u_npu_sram.dout_b\[12\],45.46µm
_022403_,45.44µm
_038026_,45.44µm
_038559_,45.435µm
_041166_,45.42µm
_042806_,45.42µm
_012565_,45.4µm
_016858_,45.4µm
_034333_,45.4µm
_055310_,45.4µm
u_dma.w_data_lat\[3\],45.39µm
u_i2c.reg_tdr\[25\],45.385µm
_013806_,45.38µm
_022324_,45.38µm
clknet_leaf_1166_clk_i_regs,45.38µm
u_npu.u_npu_sram.dout_b\[153\],45.37µm
_017114_,45.36µm
_049177_,45.36µm
_016927_,45.34µm
_036301_,45.34µm
u_npu.u_npu_sram.dout_b\[131\],45.33µm
u_npu.u_npu_sram.dout_a\[411\],45.29µm
_027880_,45.28µm
_048941_,45.28µm
_056676_,45.28µm
u_npu.u_npu_engine.conv_acc\[176\],45.28µm
u_npu.u_npu_sram.dout_a\[153\],45.27µm
u_timer.reg_tim_evn\[12\],45.265µm
_031770_,45.26µm
dma_m_wdata\[18\],45.26µm
_017396_,45.245µm
_017667_,45.24µm
_051443_,45.24µm
_053886_,45.24µm
u_uart1.u_rx.clk_cnt_r\[16\],45.24µm
_037113_,45.22µm
u_npu.u_npu_sram.dout_b\[59\],45.22µm
net6779,45.22µm
_013373_,45.21µm
_000274_,45.2µm
_048716_,45.2µm
u_gpio.reg_mode_expanded\[7\],45.2µm
_016149_,45.18µm
_027034_,45.18µm
_038790_,45.18µm
_052575_,45.18µm
_055755_,45.18µm
_055786_,45.18µm
u_core.if_stage_i.prefetch_buffer_i.prefetch_controller_i.trans_addr_q\[7\],45.16µm
_027405_,45.155µm
u_timer.reg_tim_pre\[31\],45.145µm
_024541_,45.14µm
u_core.branch_in_ex,45.14µm
u_qspi.ccr_prescaler\[1\],45.14µm
net15461,45.14µm
_031168_,45.12µm
_041116_,45.12µm
_049454_,45.12µm
_054195_,45.12µm
_054568_,45.12µm
u_npu.u_npu_engine.rq_ab\[59\],45.12µm
_049381_,45.1µm
u_dma.w_data_lat\[31\],45.1µm
u_uart1.u_rx.clk_cnt_r\[24\],45.1µm
_014230_,45.08µm
u_npu.u_npu_sram.dout_b\[61\],45.08µm
net6608,45.075µm
_013612_,45.06µm
_047523_,45.06µm
_049517_,45.06µm
_050584_,45.06µm
u_npu.u_npu_sram.dout_a\[391\],45.05µm
_013577_,45.04µm
u_npu.u_npu_sram.dout_a\[389\],45.04µm
u_npu.u_npu_sram.dout_a\[19\],45.03µm
u_npu.u_npu_sram.dout_a\[38\],45.03µm
_019470_,45.02µm
_043767_,45.02µm
_053296_,45.02µm
u_npu.u_npu_sram.dout_b\[37\],45.02µm
u_npu.u_npu_sram.dout_b\[55\],45.01µm
_027667_,45µm
u_uart2.u_rx.clk_cnt_r\[16\],44.985µm
_013794_,44.98µm
_015444_,44.98µm
_023389_,44.98µm
_034001_,44.98µm
u_npu.u_npu_sram.dout_b\[298\],44.97µm
_014232_,44.96µm
_022811_,44.96µm
_054861_,44.96µm
s7_rdata\[2\],44.945µm
_022592_,44.94µm
_014705_,44.92µm
u_npu.u_npu_sram.dout_a\[286\],44.91µm
u_core.id_stage_i.register_file_i.mem\[118\],44.9µm
u_npu.u_npu_engine.rq_scaled\[9\],44.9µm
_048464_,44.88µm
_024575_,44.86µm
_050897_,44.86µm
_052712_,44.86µm
_027438_,44.84µm
_030737_,44.84µm
_050232_,44.84µm
_035138_,44.82µm
_045349_,44.815µm
u_npu.u_npu_sram.dout_a\[34\],44.81µm
_048062_,44.8µm
clknet_6_51_0_clk_i_regs,44.8µm
u_npu.u_npu_sram.dout_a\[156\],44.79µm
_027103_,44.78µm
_027316_,44.78µm
_056046_,44.78µm
_020351_,44.76µm
_054003_,44.76µm
u_npu.u_npu_engine.conv_acc\[165\],44.76µm
_013333_,44.735µm
_016761_,44.72µm
_024124_,44.72µm
_031452_,44.72µm
_049186_,44.72µm
_056473_,44.72µm
u_npu.u_npu_engine.fc_acc\[103\],44.72µm
_045656_,44.7µm
_055998_,44.7µm
u_npu.eng_rdata_axi\[28\],44.685µm
_022710_,44.68µm
_051136_,44.68µm
_022189_,44.66µm
_031587_,44.66µm
_054051_,44.66µm
_012558_,44.64µm
_040660_,44.64µm
_032625_,44.62µm
_017319_,44.6µm
_047574_,44.6µm
_049756_,44.6µm
_056727_,44.6µm
_021781_,44.58µm
_035859_,44.58µm
_053065_,44.58µm
_024819_,44.57µm
u_npu.u_npu_sram.dout_a\[438\],44.57µm
_037047_,44.56µm
_047355_,44.56µm
_048402_,44.56µm
_055642_,44.56µm
u_npu.u_npu_engine.conv_acc\[46\],44.56µm
u_qspi.byte_cnt\[0\],44.56µm
_029145_,44.555µm
_015805_,44.545µm
_012132_,44.5µm
_014616_,44.5µm
_025027_,44.5µm
_027070_,44.5µm
_031527_,44.48µm
_042414_,44.48µm
_047047_,44.48µm
_054633_,44.48µm
_023819_,44.46µm
_032789_,44.46µm
u_jtag.jtag_dr_latched\[4\],44.46µm
u_uart1.u_tx.clk_cnt_r\[12\],44.46µm
_012577_,44.445µm
_038028_,44.44µm
_055819_,44.43µm
u_npu.u_npu_sram.dout_a\[17\],44.43µm
_012649_,44.42µm
_019159_,44.42µm
_053978_,44.42µm
_026671_,44.38µm
_026724_,44.38µm
_046230_,44.38µm
u_jtag.dr_reg\[41\],44.38µm
u_npu.u_npu_sram.dout_b\[46\],44.38µm
net6467,44.38µm
u_uart1.u_rx.clk_cnt_r\[14\],44.37µm
_027077_,44.365µm
_029060_,44.36µm
u_npu.u_npu_sram.dout_b\[435\],44.36µm
_017524_,44.34µm
_023812_,44.34µm
_046072_,44.34µm
_055960_,44.34µm
u_i2c.op_tdr\[17\],44.32µm
_017777_,44.305µm
_033265_,44.3µm
_047958_,44.3µm
u_npu.u_npu_sram.dout_b\[44\],44.3µm
_055152_,44.285µm
_034965_,44.28µm
_045344_,44.28µm
u_npu.u_npu_sram.dout_b\[53\],44.28µm
_022576_,44.265µm
_034740_,44.26µm
_015118_,44.24µm
_012976_,44.22µm
_018502_,44.22µm
_041057_,44.22µm
_050076_,44.22µm
_051148_,44.22µm
u_npu.u_npu_sram.dout_a\[178\],44.21µm
_023196_,44.2µm
_027992_,44.2µm
_031711_,44.18µm
_041186_,44.18µm
u_core.cs_registers_i.mhpmcounter_q\[138\],44.18µm
u_gpio.reg_mode_expanded\[13\],44.18µm
u_npu.u_npu_sram.dout_b\[19\],44.18µm
net6833,44.17µm
_029525_,44.16µm
_017855_,44.14µm
_019910_,44.14µm
_035150_,44.14µm
_035507_,44.14µm
_047852_,44.14µm
_050185_,44.14µm
_054275_,44.14µm
_033826_,44.13µm
_022954_,44.12µm
_041677_,44.12µm
u_jtag.dr_reg\[33\],44.12µm
u_npu.u_npu_engine.rq_ab\[17\],44.12µm
net6806,44.12µm
_038149_,44.1µm
_046500_,44.1µm
_040798_,44.09µm
_041732_,44.08µm
u_timer.reg_tim_evn\[25\],44.075µm
u_uart1.u_tx.clk_cnt_r\[3\],44.07µm
u_npu.in_offset_addr\[9\],44.065µm
u_npu.u_npu_engine.conv_acc\[253\],44.06µm
u_npu.u_npu_engine.rq_scaled\[22\],44.06µm
_012857_,44.04µm
u_uart2.reg_tdr_r\[3\],44.04µm
u_npu.u_npu_sram.dout_b\[314\],44.03µm
_016854_,44.02µm
_040831_,44.02µm
u_core.cs_registers_i.mhpmcounter_q\[0\],44.02µm
u_npu.u_npu_sram.dout_a\[130\],44.01µm
u_npu.u_npu_sram.dout_a\[429\],43.99µm
u_npu.u_npu_sram.dout_b\[163\],43.99µm
_016724_,43.98µm
_024272_,43.98µm
_032710_,43.98µm
_045539_,43.98µm
_051150_,43.98µm
_052069_,43.97µm
u_core.if_stage_i.prefetch_buffer_i.prefetch_controller_i.trans_addr_q\[2\],43.97µm
_048193_,43.96µm
_017321_,43.94µm
_026332_,43.94µm
u_npu.u_npu_engine.div_den\[3\],43.94µm
u_npu.u_npu_sram.dout_a\[10\],43.93µm
_028987_,43.92µm
_056471_,43.92µm
u_npu.u_npu_sram.dout_b\[41\],43.92µm
u_uart2.u_tx.clk_cnt_r\[10\],43.92µm
_047993_,43.91µm
_027175_,43.9µm
_028332_,43.9µm
u_core.cs_registers_i.pc_if_i\[13\],43.9µm
_025259_,43.895µm
_013349_,43.88µm
_014694_,43.88µm
_014870_,43.88µm
_016232_,43.87µm
_035496_,43.86µm
_039137_,43.85µm
_024628_,43.84µm
_027910_,43.84µm
_032123_,43.84µm
_046395_,43.84µm
_047438_,43.84µm
_049114_,43.84µm
s6_rdata\[29\],43.84µm
u_npu.u_npu_sram.dout_b\[438\],43.84µm
u_npu.u_npu_sram.dout_b\[54\],43.84µm
_029524_,43.82µm
_044457_,43.82µm
_046519_,43.82µm
_012566_,43.8µm
_047747_,43.8µm
clknet_leaf_4_clk_i_regs,43.785µm
_021890_,43.78µm
_027545_,43.78µm
u_timer.reg_tim_evn\[16\],43.765µm
_012209_,43.76µm
_012685_,43.76µm
_022120_,43.74µm
_026113_,43.74µm
_030269_,43.74µm
u_npu.u_npu_sram.dout_a\[131\],43.73µm
_041221_,43.72µm
_048918_,43.72µm
_014439_,43.71µm
u_npu.u_npu_sram.dout_b\[140\],43.71µm
_023822_,43.69µm
_026632_,43.68µm
_040822_,43.68µm
_041852_,43.68µm
u_npu.u_npu_sram.dout_a\[143\],43.67µm
u_npu.u_npu_sram.dout_b\[173\],43.66µm
u_npu.u_npu_sram.dout_b\[45\],43.66µm
_047984_,43.64µm
u_npu.u_npu_sram.dout_a\[142\],43.63µm
u_core.ex_stage_i.alu_i.alu_div_i.BReg_DP\[8\],43.62µm
_027650_,43.6µm
_048915_,43.6µm
_050717_,43.6µm
u_npu.u_npu_engine.conv_acc\[48\],43.58µm
u_npu.u_npu_engine.fc_acc\[104\],43.58µm
_013537_,43.56µm
_032316_,43.56µm
_039729_,43.56µm
_054323_,43.56µm
_055081_,43.56µm
_012574_,43.54µm
_043900_,43.54µm
_051669_,43.54µm
s6_wready,43.52µm
_019915_,43.5µm
_049538_,43.5µm
_013252_,43.485µm
_017497_,43.48µm
_035132_,43.48µm
_035923_,43.48µm
_046655_,43.48µm
_049733_,43.48µm
u_core.ex_stage_i.alu_i.alu_div_i.AReg_DP\[31\],43.48µm
u_npu.u_npu_sram.dout_a\[181\],43.48µm
net6802,43.48µm
_034082_,43.46µm
_042965_,43.46µm
_047524_,43.46µm
_050642_,43.46µm
_052751_,43.46µm
net6505,43.46µm
u_npu.u_npu_engine.fc_idx\[3\],43.445µm
_015067_,43.44µm
_056685_,43.42µm
u_dma.reg_src_addr\[0\],43.42µm
_045299_,43.4µm
_051836_,43.4µm
u_npu.u_npu_sram.dout_b\[57\],43.4µm
u_npu.u_npu_sram.dout_b\[176\],43.39µm
_012581_,43.38µm
_054341_,43.38µm
u_npu.u_npu_engine.conv_acc\[28\],43.38µm
u_npu.u_npu_engine.fc_acc\[97\],43.38µm
_028687_,43.36µm
_037472_,43.36µm
u_jtag.reg_data\[9\],43.36µm
u_npu.u_npu_engine.conv_acc\[29\],43.36µm
u_npu.u_npu_sram.dout_b\[38\],43.36µm
_040981_,43.345µm
_012309_,43.34µm
net1544,43.33µm
_021711_,43.32µm
u_npu.u_npu_sram.dout_b\[43\],43.32µm
u_npu.u_npu_sram.dout_a\[7\],43.31µm
u_core.cs_registers_i.mhpmcounter_q\[214\],43.3µm
clknet_leaf_1122_clk_i_regs,43.3µm
_019303_,43.28µm
_023901_,43.28µm
_035873_,43.28µm
_041377_,43.28µm
_056093_,43.28µm
u_jtag.jtag_dr_latched\[0\],43.28µm
u_npu.u_npu_sram.dout_b\[52\],43.28µm
_017068_,43.27µm
_047668_,43.27µm
_020884_,43.26µm
_036877_,43.24µm
_013339_,43.215µm
u_npu.u_npu_sram.dout_a\[396\],43.21µm
_020922_,43.2µm
_029691_,43.18µm
_025907_,43.16µm
_026180_,43.16µm
_035358_,43.16µm
_050626_,43.16µm
u_npu.u_npu_sram.dout_a\[393\],43.16µm
u_uart2.u_tx.clk_cnt_r\[8\],43.16µm
_021573_,43.155µm
_019368_,43.14µm
_045514_,43.14µm
u_npu.u_npu_engine.div_num\[8\],43.14µm
u_npu.u_npu_sram.dout_a\[392\],43.14µm
u_npu.u_npu_sram.dout_b\[315\],43.13µm
_013998_,43.12µm
_016772_,43.12µm
u_npu.u_npu_sram.dout_a\[397\],43.12µm
_024186_,43.1µm
_029202_,43.1µm
_035257_,43.1µm
_044226_,43.1µm
_018947_,43.08µm
_021971_,43.08µm
_055986_,43.08µm
_012582_,43.06µm
net1509,43.06µm
u_npu.u_npu_sram.dout_a\[395\],43.02µm
net481,43.02µm
u_uart1.u_rx.clk_cnt_r\[4\],43.015µm
u_npu.u_npu_sram.dout_a\[152\],42.99µm
_031079_,42.98µm
_055042_,42.98µm
u_npu.u_npu_sram.dout_a\[39\],42.98µm
u_uart2.u_rx.clk_cnt_r\[25\],42.98µm
u_npu.u_npu_sram.dout_b\[39\],42.95µm
_014514_,42.94µm
_017432_,42.94µm
u_gpio.reg_intrpt_fall_en\[9\],42.925µm
_041218_,42.92µm
_047097_,42.92µm
_052927_,42.915µm
u_npu.u_npu_sram.dout_a\[37\],42.91µm
u_npu.u_npu_sram.dout_b\[42\],42.91µm
u_npu.u_npu_sram.dout_b\[47\],42.91µm
_040815_,42.9µm
u_dma.w_data_lat\[5\],42.9µm
u_npu.u_npu_sram.dout_b\[58\],42.9µm
iram_m0_rdata\[6\],42.885µm
_012534_,42.88µm
_017045_,42.88µm
_017940_,42.88µm
_031603_,42.88µm
_037489_,42.88µm
_054200_,42.86µm
_017490_,42.845µm
_048161_,42.84µm
u_core.id_stage_i.register_file_i.mem\[68\],42.84µm
u_i2c.op_tdr\[23\],42.84µm
u_uart2.u_tx.clk_cnt_r\[29\],42.835µm
_024868_,42.8µm
_053366_,42.8µm
u_core.cs_registers_i.mie_q\[18\],42.8µm
_012760_,42.78µm
_035777_,42.78µm
_033948_,42.765µm
_014875_,42.76µm
_014921_,42.74µm
_040837_,42.74µm
_046122_,42.74µm
_054252_,42.74µm
_050287_,42.73µm
_017629_,42.725µm
_018793_,42.72µm
net1811,42.71µm
_013445_,42.7µm
_029620_,42.7µm
u_qspi.ccr_data_size\[4\],42.7µm
u_npu.u_npu_sram.dout_a\[140\],42.69µm
_048558_,42.68µm
u_npu.u_npu_engine.conv_acc\[163\],42.68µm
_031516_,42.67µm
_012626_,42.66µm
_043012_,42.66µm
s3_rdata\[24\],42.66µm
u_npu.u_npu_sram.dout_a\[168\],42.65µm
_054480_,42.64µm
u_npu.u_npu_sram.dout_b\[414\],42.64µm
u_npu.u_npu_sram.dout_b\[62\],42.64µm
iram_m0_rdata\[2\],42.635µm
_045354_,42.62µm
_012561_,42.6µm
u_timer.reg_tim_are\[4\],42.6µm
_031328_,42.595µm
_013585_,42.58µm
_037262_,42.58µm
u_jtag.jtag_dr_latched\[12\],42.58µm
u_npu.u_npu_engine.fc_acc\[30\],42.58µm
_056150_,42.565µm
_045509_,42.56µm
_048609_,42.56µm
_049659_,42.56µm
_050246_,42.54µm
net49,42.54µm
_022888_,42.535µm
u_uart2.u_tx.clk_cnt_r\[3\],42.535µm
u_qspi.reg_adr\[6\],42.525µm
_022517_,42.52µm
_022957_,42.52µm
_050619_,42.52µm
_055258_,42.52µm
_022191_,42.5µm
_051677_,42.5µm
u_uart2.u_rx.clk_cnt_r\[7\],42.49µm
_014433_,42.48µm
_018937_,42.48µm
_048770_,42.48µm
_050955_,42.48µm
u_core.ex_stage_i.alu_i.alu_div_i.BReg_DP\[14\],42.48µm
u_uart2.u_rx.clk_cnt_r\[12\],42.48µm
_016041_,42.46µm
_040459_,42.46µm
_049703_,42.46µm
u_npu.u_npu_engine.conv_acc\[124\],42.46µm
_034804_,42.44µm
_041765_,42.44µm
net102,42.44µm
_024583_,42.435µm
u_npu.u_npu_sram.dout_a\[32\],42.43µm
u_uart2.u_tx.clk_cnt_r\[17\],42.425µm
_030519_,42.42µm
u_jtag.jtag_dr_latched\[13\],42.42µm
_018934_,42.4µm
_030752_,42.365µm
_046734_,42.36µm
_035839_,42.355µm
_014541_,42.35µm
_040947_,42.34µm
_052096_,42.34µm
_022866_,42.32µm
u_npu.u_npu_sram.dout_b\[56\],42.32µm
_018171_,42.315µm
_044904_,42.31µm
_013596_,42.3µm
_035114_,42.3µm
_037114_,42.3µm
_014662_,42.29µm
_052462_,42.28µm
u_npu.u_npu_sram.dout_b\[13\],42.28µm
_013281_,42.275µm
_021854_,42.26µm
_036272_,42.26µm
_050272_,42.26µm
u_core.cs_registers_i.pc_if_i\[8\],42.26µm
u_uart1.u_rx.clk_cnt_r\[21\],42.25µm
_030570_,42.24µm
_036892_,42.24µm
net6059,42.24µm
_019587_,42.22µm
_029196_,42.22µm
_038163_,42.22µm
u_timer.reg_tim_pre\[2\],42.22µm
_025922_,42.2µm
_044853_,42.2µm
u_core.cs_registers_i.mhpmcounter_q\[248\],42.2µm
_018353_,42.18µm
_041307_,42.18µm
_046418_,42.18µm
_055742_,42.18µm
_020010_,42.145µm
u_npu.u_npu_sram.dout_b\[49\],42.14µm
_034741_,42.12µm
_052034_,42.12µm
_056457_,42.12µm
_015090_,42.1µm
_026063_,42.1µm
s4_rdata\[6\],42.1µm
u_npu.u_npu_sram.dout_b\[167\],42.09µm
_036114_,42.08µm
s11_rdata\[14\],42.075µm
_049445_,42.07µm
u_npu.u_npu_sram.dout_b\[33\],42.07µm
_012803_,42.06µm
_038626_,42.06µm
_053106_,42.06µm
_055849_,42.06µm
u_qspi.tx_wr_ptr\[1\],42.06µm
u_uart2.u_tx.clk_cnt_r\[2\],42.06µm
u_npu.u_npu_sram.dout_a\[47\],42.05µm
_014720_,42.04µm
_053683_,42.04µm
u_npu.u_npu_sram.dout_b\[50\],42.04µm
_012630_,42.02µm
_026283_,42.02µm
net6054,42.02µm
u_npu.u_npu_sram.dout_a\[189\],42.01µm
u_npu.u_npu_sram.dout_b\[48\],42µm
_024817_,41.99µm
u_timer.reg_tim_evn\[19\],41.985µm
_021290_,41.98µm
_041769_,41.98µm
u_jtag.ir_reg\[3\],41.98µm
_016863_,41.965µm
_018256_,41.96µm
_030933_,41.96µm
_034932_,41.96µm
_040153_,41.96µm
_054538_,41.96µm
_025970_,41.94µm
_039413_,41.94µm
_040825_,41.94µm
u_timer.reg_tim_are\[7\],41.92µm
u_npu.u_npu_sram.dout_a\[447\],41.91µm
u_npu.u_npu_sram.dout_b\[429\],41.91µm
_049604_,41.9µm
u_npu.u_npu_sram.dout_b\[34\],41.9µm
net6083,41.9µm
u_data_ram.dout_r\[63\],41.89µm
_026542_,41.88µm
_051349_,41.88µm
_016146_,41.86µm
_025915_,41.86µm
u_npu.u_npu_sram.dout_b\[169\],41.86µm
_023262_,41.85µm
_027605_,41.84µm
_027960_,41.84µm
_039075_,41.84µm
_041072_,41.84µm
_042419_,41.84µm
_047336_,41.84µm
u_npu.u_npu_sram.dout_a\[141\],41.83µm
_016260_,41.82µm
_046457_,41.82µm
_053133_,41.82µm
_054172_,41.82µm
net7075,41.82µm
_046328_,41.8µm
_048906_,41.8µm
_056365_,41.8µm
u_npu.u_npu_engine.conv_acc\[250\],41.8µm
net7118,41.8µm
_051974_,41.78µm
u_qspi.tx_word\[6\],41.78µm
_044842_,41.77µm
u_npu.u_npu_sram.dout_a\[15\],41.77µm
_044914_,41.76µm
_053578_,41.76µm
net1818,41.75µm
_024933_,41.74µm
_048740_,41.74µm
u_core.cs_registers_i.mhpmcounter_q\[192\],41.74µm
_050064_,41.72µm
net1004,41.72µm
u_npu.u_npu_sram.dout_a\[390\],41.71µm
u_npu.u_npu_sram.dout_a\[440\],41.71µm
_048710_,41.7µm
u_core.cs_registers_i.mhpmcounter_q\[9\],41.7µm
net1538,41.7µm
_013543_,41.68µm
_017080_,41.68µm
_039772_,41.68µm
_048563_,41.68µm
net1937,41.68µm
_018383_,41.665µm
_030917_,41.66µm
_045801_,41.66µm
_051427_,41.66µm
u_core.id_stage_i.register_file_i.mem\[101\],41.66µm
u_npu.in_offset_addr\[2\],41.655µm
_049494_,41.65µm
_044354_,41.64µm
_053804_,41.64µm
u_core.if_stage_i.prefetch_buffer_i.prefetch_controller_i.trans_addr_q\[5\],41.64µm
u_jtag.bus_rdata_result\[24\],41.635µm
u_npu.u_npu_sram.dout_a\[148\],41.63µm
_022505_,41.62µm
_023035_,41.62µm
_024152_,41.62µm
_028367_,41.62µm
_034743_,41.62µm
u_npu.u_npu_sram.dout_b\[270\],41.61µm
_050758_,41.6µm
u_gpio.reg_mode_expanded\[8\],41.6µm
_023475_,41.59µm
_054146_,41.58µm
u_npu.u_npu_engine.rq_ab\[21\],41.58µm
u_dma.reg_src_addr\[22\],41.565µm
_033912_,41.56µm
s11_wready,41.56µm
_017979_,41.54µm
_020366_,41.54µm
_037271_,41.54µm
_040061_,41.54µm
_042974_,41.54µm
_017879_,41.52µm
_019056_,41.52µm
_017639_,41.5µm
_030714_,41.5µm
u_core.cs_registers_i.mhpmcounter_q\[205\],41.5µm
_052267_,41.48µm
net6112,41.48µm
_017146_,41.46µm
_022690_,41.46µm
net1994,41.46µm
u_npu.u_npu_sram.dout_a\[137\],41.45µm
_046537_,41.44µm
_056318_,41.44µm
u_core.cs_registers_i.dcsr_q\[0\],41.425µm
_017305_,41.42µm
_035297_,41.42µm
_045967_,41.42µm
_048524_,41.42µm
_051338_,41.42µm
u_gpio.gpio_in_q2\[6\],41.41µm
u_npu.u_npu_sram.dout_a\[135\],41.41µm
u_npu.u_npu_sram.dout_a\[186\],41.41µm
_030208_,41.4µm
_038010_,41.4µm
_038176_,41.4µm
_051723_,41.4µm
_022499_,41.38µm
_039568_,41.38µm
_041889_,41.38µm
u_core.id_stage_i.register_file_i.mem\[421\],41.375µm
u_npu.u_npu_sram.dout_a\[5\],41.37µm
_013518_,41.36µm
u_core.id_stage_i.register_file_i.mem\[96\],41.36µm
u_jtag.jtag_dr_latched\[9\],41.36µm
u_npu.u_npu_sram.dout_a\[149\],41.35µm
_053574_,41.34µm
net6104,41.33µm
_024711_,41.31µm
u_npu.u_npu_sram.dout_a\[16\],41.31µm
_041219_,41.3µm
_044970_,41.3µm
u_npu.u_npu_sram.dout_a\[147\],41.3µm
net991,41.3µm
_047485_,41.29µm
_039343_,41.28µm
_055750_,41.28µm
u_timer.reg_tim_are\[11\],41.28µm
_049749_,41.27µm
_050053_,41.26µm
_055699_,41.26µm
_028742_,41.255µm
_044312_,41.24µm
_052295_,41.24µm
_053181_,41.24µm
u_dma.reg_dst_addr\[1\],41.24µm
u_dma.w_data_lat\[14\],41.24µm
_033911_,41.22µm
u_npu.u_npu_sram.dout_a\[139\],41.22µm
