net,length_um
_068792_,24.26µm
_072509_,24.26µm
_075475_,24.26µm
_076363_,24.26µm
_085052_,24.26µm
net21105,24.25µm
_047789_,24.24µm
_049386_,24.24µm
_049680_,24.24µm
_050990_,24.24µm
_062190_,24.24µm
_062467_,24.24µm
_087649_,24.24µm
u_npu.u_npu_engine.rq_ab\[16\],24.24µm
net6619,24.24µm
net24481,24.24µm
net12505,24.235µm
_037676_,24.225µm
_016848_,24.22µm
_032657_,24.22µm
_048788_,24.22µm
_053757_,24.22µm
_081062_,24.22µm
_081291_,24.22µm
_082918_,24.22µm
_087113_,24.22µm
_087401_,24.22µm
u_qspi.reg_adr\[27\],24.22µm
_053475_,24.2µm
_064129_,24.2µm
_075822_,24.2µm
_088775_,24.2µm
_018406_,24.18µm
_018858_,24.18µm
_026088_,24.18µm
_027287_,24.18µm
_027917_,24.18µm
_038792_,24.18µm
_039080_,24.18µm
_053309_,24.18µm
_057116_,24.18µm
_062850_,24.18µm
_073084_,24.18µm
_073176_,24.18µm
_080813_,24.18µm
_084556_,24.18µm
u_npu.u_npu_engine.dividend_acc\[13\],24.18µm
u_qspi.rx_fifo\[46\]\[20\],24.18µm
_037419_,24.175µm
_030538_,24.16µm
_050006_,24.16µm
_020007_,24.15µm
_037358_,24.145µm
_051275_,24.145µm
_017052_,24.14µm
_031144_,24.14µm
_031560_,24.14µm
_035436_,24.14µm
_050434_,24.14µm
_051683_,24.14µm
_052188_,24.14µm
_055546_,24.14µm
_060968_,24.14µm
_070563_,24.14µm
_074764_,24.14µm
_081925_,24.14µm
_083928_,24.14µm
_084328_,24.14µm
u_interconnect.write_sel_q\[0\],24.14µm
u_npu.u_npu_engine.divisor\[6\],24.14µm
_016025_,24.12µm
_022461_,24.12µm
_022864_,24.12µm
_032696_,24.12µm
_034962_,24.12µm
_037843_,24.12µm
_059447_,24.12µm
_063185_,24.12µm
_079340_,24.12µm
_083263_,24.12µm
u_npu.u_npu_engine.conv_acc\[182\],24.12µm
u_qspi.rx_fifo\[57\]\[23\],24.12µm
net21823,24.12µm
_028613_,24.11µm
_026335_,24.1µm
_028427_,24.1µm
_028990_,24.1µm
_032239_,24.1µm
_063446_,24.1µm
_078746_,24.1µm
_080048_,24.1µm
_080400_,24.1µm
_081476_,24.1µm
_085091_,24.1µm
u_core.id_stage_i.register_file_i.mem\[594\],24.1µm
net19777,24.1µm
_013192_,24.08µm
_014151_,24.08µm
_017440_,24.08µm
_029353_,24.08µm
u_npu.u_npu_engine.state\[5\],24.08µm
u_timer.reg_tim_pre\[29\],24.08µm
_054188_,24.07µm
_017873_,24.06µm
_019145_,24.06µm
_027078_,24.06µm
_027159_,24.06µm
_032093_,24.06µm
_054151_,24.06µm
_057896_,24.06µm
_059823_,24.06µm
_074426_,24.06µm
_074936_,24.06µm
_082578_,24.06µm
_082826_,24.06µm
_086334_,24.06µm
u_core.id_stage_i.register_file_i.mem\[95\],24.06µm
u_jtag.dr_reg\[47\],24.06µm
net22157,24.06µm
u_core.id_stage_i.register_file_i.mem\[352\],24.05µm
_024750_,24.04µm
_029489_,24.04µm
_035559_,24.04µm
_063596_,24.04µm
_077833_,24.04µm
_080113_,24.04µm
u_uart1.u_tx.clk_cnt_r\[1\],24.04µm
net10753,24.04µm
net12264,24.04µm
u_core.cs_registers_i.dscratch1_q\[21\],24.035µm
_029324_,24.02µm
_040008_,24.02µm
_048936_,24.02µm
_060955_,24.02µm
_062376_,24.02µm
_073575_,24.02µm
_074949_,24.02µm
_077763_,24.02µm
_079530_,24.02µm
_081461_,24.02µm
u_qspi.rx_fifo\[33\]\[31\],24.02µm
u_qspi.tx_word\[1\],24.02µm
_024671_,24.015µm
_085931_,24.015µm
_070553_,24.005µm
_026850_,24µm
_048306_,24µm
_052182_,24µm
net22661,24µm
u_core.cs_registers_i.mhpmcounter_q\[171\],23.985µm
u_core.id_stage_i.register_file_i.mem\[273\],23.985µm
_025016_,23.98µm
_029923_,23.98µm
_031057_,23.98µm
_056731_,23.98µm
_071107_,23.98µm
_076098_,23.98µm
_077436_,23.98µm
_084517_,23.98µm
u_core.id_stage_i.register_file_i.mem\[484\],23.98µm
net12667,23.98µm
_027748_,23.96µm
_035187_,23.96µm
_050737_,23.96µm
_061665_,23.96µm
_078480_,23.96µm
_079114_,23.96µm
net11418,23.96µm
net21226,23.96µm
net24395,23.96µm
s4_rdata\[14\],23.955µm
_056152_,23.95µm
u_qspi.tx_fifo\[35\]\[19\],23.95µm
_012944_,23.94µm
_028883_,23.94µm
_037460_,23.94µm
_054023_,23.94µm
_059639_,23.94µm
_077743_,23.94µm
u_core.cs_registers_i.gen_trigger_regs.tmatch_value_q\[3\],23.94µm
u_qspi.tx_fifo\[1\]\[25\],23.94µm
_019891_,23.92µm
_034481_,23.92µm
_053523_,23.92µm
_067425_,23.92µm
_070528_,23.92µm
_078384_,23.92µm
_080433_,23.92µm
_086221_,23.92µm
u_dma.w_data_lat\[19\],23.92µm
_012096_,23.9µm
_019867_,23.9µm
_056937_,23.9µm
_062677_,23.9µm
_066992_,23.9µm
_083238_,23.9µm
_085661_,23.9µm
net10957,23.9µm
net12291,23.9µm
net21397,23.9µm
_014430_,23.89µm
u_core.cs_registers_i.depc_o\[10\],23.885µm
_015577_,23.88µm
_035694_,23.88µm
_037761_,23.88µm
_038003_,23.88µm
_049139_,23.88µm
_055455_,23.88µm
_077828_,23.88µm
_079847_,23.88µm
_081708_,23.88µm
_082089_,23.88µm
_083343_,23.88µm
u_core.cs_registers_i.mscratch_q\[21\],23.88µm
net10449,23.88µm
_082177_,23.875µm
net23703,23.875µm
_013685_,23.86µm
_023115_,23.86µm
_026471_,23.86µm
_030620_,23.86µm
_049384_,23.86µm
_057515_,23.86µm
u_qspi.rx_fifo\[43\]\[26\],23.86µm
net15246,23.86µm
_014554_,23.84µm
_014574_,23.84µm
_023524_,23.84µm
_026319_,23.84µm
_028011_,23.84µm
_034374_,23.84µm
_038401_,23.84µm
_056725_,23.84µm
_057166_,23.84µm
_058867_,23.84µm
_059089_,23.84µm
_060114_,23.84µm
_075326_,23.84µm
_077302_,23.84µm
_078518_,23.84µm
_082039_,23.84µm
u_npu.ram_rdata_a\[17\],23.835µm
_019270_,23.82µm
_021057_,23.82µm
_023256_,23.82µm
_032722_,23.82µm
_077064_,23.82µm
_077653_,23.82µm
u_npu.u_npu_engine.conv_acc\[12\],23.82µm
_014529_,23.8µm
_020203_,23.8µm
_035477_,23.8µm
_035601_,23.8µm
_036104_,23.8µm
_037562_,23.8µm
_038608_,23.8µm
_050794_,23.8µm
_052078_,23.8µm
_052097_,23.8µm
_058730_,23.8µm
_059667_,23.8µm
_060167_,23.8µm
_063239_,23.8µm
_065424_,23.8µm
_071040_,23.8µm
_076397_,23.8µm
_077561_,23.8µm
_079872_,23.8µm
_081415_,23.8µm
_084523_,23.8µm
net10099,23.8µm
net23167,23.8µm
u_dma.xfer_cnt\[0\],23.79µm
_038220_,23.785µm
_034427_,23.78µm
_049079_,23.78µm
_056196_,23.78µm
_071506_,23.78µm
_078145_,23.78µm
_080475_,23.78µm
_081757_,23.78µm
u_gpio.reg_intrpt_rise_en\[10\],23.78µm
net24173,23.78µm
_013761_,23.76µm
_013802_,23.76µm
_019983_,23.76µm
_027262_,23.76µm
_051712_,23.76µm
_065642_,23.76µm
_085120_,23.76µm
_085888_,23.76µm
_085900_,23.76µm
u_npu.u_npu_engine.fc_acc\[6\],23.76µm
u_uart2.u_rx_fifo.mem\[141\]\[4\],23.76µm
_052075_,23.75µm
_015327_,23.74µm
_022596_,23.74µm
_029329_,23.74µm
_039881_,23.74µm
_049474_,23.74µm
_055860_,23.74µm
u_uart2.u_rx_fifo.mem\[135\]\[2\],23.74µm
net20569,23.74µm
_013138_,23.73µm
_058654_,23.73µm
_015166_,23.72µm
_017185_,23.72µm
_026785_,23.72µm
_028543_,23.72µm
_039938_,23.72µm
_050722_,23.72µm
_051903_,23.72µm
_073171_,23.72µm
u_core.cs_registers_i.mie_q\[25\],23.72µm
u_jtag.csr_ar_addr_lat\[3\],23.72µm
u_qspi.tx_fifo\[20\]\[15\],23.72µm
u_uart1.aw_addr_r\[3\],23.72µm
u_uart2.u_rx_fifo.wr_ptr_r\[7\],23.72µm
net19450,23.72µm
_026871_,23.715µm
_029050_,23.7µm
_036629_,23.7µm
_051435_,23.7µm
_087544_,23.7µm
_037369_,23.685µm
u_uart2.u_rx_fifo.mem\[151\]\[2\],23.685µm
_015872_,23.68µm
_018417_,23.68µm
_024186_,23.68µm
_026951_,23.68µm
_033171_,23.68µm
_051155_,23.68µm
_053780_,23.68µm
_055983_,23.68µm
_056765_,23.68µm
_058622_,23.68µm
_075221_,23.68µm
_080852_,23.68µm
_085263_,23.68µm
net2730,23.68µm
net15168,23.68µm
_073521_,23.67µm
u_core.cs_registers_i.mhpmcounter_q\[224\],23.665µm
_027855_,23.66µm
_036290_,23.66µm
_065131_,23.66µm
_066970_,23.66µm
_084451_,23.66µm
net21791,23.66µm
net22648,23.66µm
net23488,23.66µm
_012390_,23.64µm
_019581_,23.64µm
_023585_,23.64µm
_030319_,23.64µm
_032634_,23.64µm
_059934_,23.64µm
_072785_,23.64µm
_075469_,23.64µm
_082255_,23.64µm
u_core.cs_registers_i.mtvec_o\[22\],23.64µm
u_jtag.reg_addr\[6\],23.64µm
u_qspi.rx_fifo\[57\]\[18\],23.64µm
_051426_,23.635µm
_030633_,23.62µm
_030641_,23.62µm
_048717_,23.62µm
_055688_,23.62µm
_061022_,23.62µm
_062866_,23.62µm
_064080_,23.62µm
_077327_,23.62µm
u_gpio.reg_intrpt_lvl_high_en\[11\],23.62µm
net2727,23.62µm
net6372,23.62µm
_014026_,23.6µm
_015020_,23.6µm
_057241_,23.6µm
_072177_,23.6µm
_078862_,23.6µm
_080005_,23.6µm
_080346_,23.6µm
_087235_,23.6µm
u_jtag.reg_addr\[7\],23.6µm
net12311,23.6µm
_024861_,23.58µm
_045094_,23.58µm
_080969_,23.58µm
net11240,23.58µm
_050855_,23.565µm
_013338_,23.56µm
_018044_,23.56µm
_038603_,23.56µm
_063083_,23.56µm
_066179_,23.56µm
_084717_,23.56µm
gpio_tx_en_o[4],23.56µm
_037730_,23.545µm
_013579_,23.54µm
_017633_,23.54µm
_019319_,23.54µm
_029232_,23.54µm
_031337_,23.54µm
_048728_,23.54µm
_050873_,23.54µm
_070967_,23.54µm
_077726_,23.54µm
_082810_,23.54µm
_083769_,23.54µm
u_core.alu_operand_c_ex\[24\],23.54µm
u_core.cs_registers_i.dscratch0_q\[7\],23.54µm
u_jtag.jtag_dr_latched\[0\],23.54µm
u_npu.u_npu_axi_ctrl.byte_addr_read\[10\],23.54µm
_037518_,23.53µm
_017264_,23.52µm
_019826_,23.52µm
_036541_,23.52µm
_065328_,23.52µm
_080151_,23.52µm
_080694_,23.52µm
_083012_,23.52µm
_084306_,23.52µm
_088688_,23.52µm
_037865_,23.515µm
_014131_,23.5µm
_017973_,23.5µm
_019800_,23.5µm
_036225_,23.5µm
_053505_,23.5µm
_053973_,23.5µm
_077335_,23.5µm
_077800_,23.5µm
u_core.id_stage_i.register_file_i.mem\[203\],23.5µm
u_gpio.reg_intrpt_lvl_low_en\[12\],23.5µm
u_timer.reg_tim_cnt\[26\],23.5µm
u_uart2.pack_cnt_r\[2\],23.5µm
net20436,23.5µm
_077719_,23.49µm
_015027_,23.48µm
_018820_,23.48µm
_049966_,23.48µm
_056040_,23.48µm
_065341_,23.48µm
_070446_,23.48µm
net15113,23.465µm
_021327_,23.46µm
_022566_,23.46µm
_023770_,23.46µm
_030300_,23.46µm
_030712_,23.46µm
_050227_,23.46µm
_014435_,23.44µm
_017430_,23.44µm
_025093_,23.44µm
_029228_,23.44µm
_052475_,23.44µm
_069645_,23.44µm
net7477,23.44µm
net12657,23.44µm
_058511_,23.43µm
_012762_,23.42µm
_014594_,23.42µm
_019675_,23.42µm
_055209_,23.42µm
_077107_,23.42µm
_085724_,23.42µm
_088602_,23.42µm
u_dma.reg_dst_addr\[22\],23.42µm
u_npu.u_npu_engine.probs\[43\],23.42µm
u_qspi.tx_fifo\[22\]\[30\],23.42µm
net21948,23.42µm
_032968_,23.405µm
_015790_,23.4µm
_027699_,23.4µm
_038557_,23.4µm
_058161_,23.4µm
_059126_,23.4µm
_082279_,23.4µm
_083476_,23.4µm
_084019_,23.4µm
net22352,23.4µm
_017050_,23.38µm
_019578_,23.38µm
_020243_,23.38µm
_024707_,23.38µm
_027288_,23.38µm
_027765_,23.38µm
_050904_,23.38µm
_061651_,23.38µm
_072978_,23.38µm
_078110_,23.38µm
_079350_,23.38µm
_080108_,23.38µm
u_core.id_stage_i.register_file_i.mem\[510\],23.38µm
u_dma.reg_dst_addr\[27\],23.38µm
u_npu.u_npu_engine.fc_acc\[45\],23.38µm
gpio_i[3],23.38µm
net11712,23.365µm
_017256_,23.36µm
_060603_,23.36µm
_077303_,23.36µm
_082521_,23.36µm
_083371_,23.36µm
_087226_,23.36µm
net19621,23.36µm
_014459_,23.34µm
_027108_,23.34µm
_029362_,23.34µm
_036854_,23.34µm
_065556_,23.34µm
_067024_,23.34µm
_072597_,23.34µm
_087676_,23.34µm
u_core.id_stage_i.register_file_i.mem\[592\],23.34µm
net21183,23.34µm
_016555_,23.32µm
_020320_,23.32µm
_030623_,23.32µm
_072301_,23.32µm
u_gpio.status_rise\[2\],23.32µm
u_qspi.tx_fifo\[23\]\[17\],23.32µm
net19477,23.32µm
_038700_,23.31µm
_012995_,23.3µm
_036082_,23.3µm
_036772_,23.3µm
_036807_,23.3µm
_038513_,23.3µm
_051455_,23.3µm
_059545_,23.3µm
_063729_,23.3µm
u_core.cs_registers_i.mscratch_q\[28\],23.3µm
u_npu.u_npu_engine.kw\[3\],23.3µm
net23721,23.3µm
_037510_,23.285µm
_017792_,23.28µm
_018130_,23.28µm
_021975_,23.28µm
_030199_,23.28µm
_033478_,23.28µm
_048732_,23.28µm
_049722_,23.28µm
_055819_,23.28µm
_056995_,23.28µm
_074529_,23.28µm
_088048_,23.28µm
u_dma.reg_xfer_len\[6\],23.28µm
_012153_,23.26µm
_015123_,23.26µm
_020092_,23.26µm
_026140_,23.26µm
_027206_,23.26µm
_032880_,23.26µm
_047711_,23.26µm
_052956_,23.26µm
_054079_,23.26µm
_055094_,23.26µm
_055121_,23.26µm
_056231_,23.26µm
_056459_,23.26µm
_063580_,23.26µm
_066459_,23.26µm
_072923_,23.26µm
_073635_,23.26µm
_078192_,23.26µm
_000028_,23.24µm
_026645_,23.24µm
_075768_,23.24µm
_088634_,23.24µm
_034143_,23.23µm
_031658_,23.22µm
_034433_,23.22µm
_036019_,23.22µm
_056936_,23.22µm
_062711_,23.22µm
_062937_,23.22µm
_069674_,23.22µm
_073140_,23.22µm
_075519_,23.22µm
_076337_,23.22µm
_077721_,23.22µm
_079203_,23.22µm
_081082_,23.22µm
_087034_,23.22µm
_087190_,23.22µm
_088121_,23.22µm
u_core.ex_stage_i.mult_i.op_b_i\[28\],23.22µm
u_qspi.tx_fifo\[43\]\[8\],23.22µm
net23256,23.22µm
_030152_,23.2µm
_038501_,23.2µm
_060644_,23.2µm
_080144_,23.2µm
_088046_,23.2µm
net11966,23.2µm
_014300_,23.19µm
_016522_,23.18µm
_018176_,23.18µm
_020419_,23.18µm
_023848_,23.18µm
_053905_,23.18µm
_054267_,23.18µm
_054614_,23.18µm
_057793_,23.18µm
_088032_,23.18µm
u_qspi.rx_fifo\[45\]\[27\],23.18µm
net11985,23.18µm
net12798,23.18µm
net21128,23.18µm
u_npu.ram_rdata_a\[1\],23.175µm
_036614_,23.17µm
_022904_,23.16µm
_050499_,23.16µm
_055747_,23.16µm
_064798_,23.16µm
_069240_,23.16µm
_069695_,23.16µm
_072760_,23.16µm
_081941_,23.16µm
net20425,23.16µm
_014885_,23.14µm
_019858_,23.14µm
_035394_,23.14µm
_037541_,23.14µm
_049130_,23.14µm
_051866_,23.14µm
_058130_,23.14µm
_061008_,23.14µm
_063393_,23.14µm
u_qspi.rx_fifo\[5\]\[17\],23.14µm
u_qspi.tx_fifo\[49\]\[23\],23.14µm
net6199,23.14µm
u_uart2.u_rx_fifo.mem\[157\]\[5\],23.13µm
_031451_,23.12µm
_055835_,23.12µm
_057837_,23.12µm
_059333_,23.12µm
_067221_,23.12µm
_076582_,23.12µm
_082338_,23.12µm
_088081_,23.12µm
u_core.id_stage_i.register_file_i.mem\[193\],23.12µm
_066580_,23.11µm
_021502_,23.1µm
_025222_,23.1µm
_048234_,23.1µm
_050209_,23.1µm
_057119_,23.1µm
_064998_,23.1µm
_065763_,23.1µm
_073794_,23.1µm
_084930_,23.1µm
_085839_,23.1µm
dma_m_awaddr\[11\],23.1µm
u_npu.u_npu_engine.conv_acc\[118\],23.1µm
u_npu.u_npu_engine.conv_acc\[236\],23.1µm
u_qspi.tx_fifo\[31\]\[4\],23.1µm
u_uart2.u_rx_fifo.mem\[53\]\[5\],23.1µm
net22830,23.1µm
_014211_,23.08µm
_021458_,23.08µm
_023689_,23.08µm
_088313_,23.08µm
u_core.id_stage_i.register_file_i.mem\[482\],23.08µm
_073221_,23.07µm
_027133_,23.065µm
_038300_,23.065µm
_015746_,23.06µm
_017140_,23.06µm
_028111_,23.06µm
_028617_,23.06µm
_036872_,23.06µm
_050065_,23.06µm
_052226_,23.06µm
_058782_,23.06µm
_076693_,23.06µm
_081964_,23.06µm
_086884_,23.06µm
u_core.alu_operand_a_ex\[13\],23.06µm
net19755,23.06µm
net22920,23.06µm
_072128_,23.055µm
u_core.id_stage_i.register_file_i.mem\[144\],23.055µm
_020026_,23.04µm
_035940_,23.04µm
_063506_,23.04µm
_081950_,23.04µm
_087788_,23.04µm
u_jtag.dr_reg\[42\],23.04µm
net10725,23.04µm
net12222,23.04µm
_012735_,23.02µm
_013902_,23.02µm
_027227_,23.02µm
_032885_,23.02µm
_038137_,23.02µm
_043008_,23.02µm
_074678_,23.02µm
_016451_,23µm
_030618_,23µm
_037783_,23µm
_049606_,23µm
_075170_,23µm
_083441_,23µm
_088389_,23µm
gpio_i[0],23µm
net23907,23µm
u_dma.reg_dst_addr\[2\],22.99µm
_012123_,22.98µm
_012339_,22.98µm
_023517_,22.98µm
_048664_,22.98µm
_049600_,22.98µm
_080021_,22.98µm
u_core.cs_registers_i.mtvec_o\[14\],22.98µm
net22623,22.98µm
_015887_,22.96µm
_018451_,22.96µm
_035115_,22.96µm
_038682_,22.96µm
_053930_,22.96µm
_063927_,22.96µm
_065119_,22.96µm
_069206_,22.96µm
_079365_,22.96µm
_082892_,22.96µm
_085523_,22.96µm
_088811_,22.96µm
u_gpio.status_fall\[12\],22.96µm
u_npu.u_npu_engine.rdata_q\[26\],22.96µm
u_qspi.rx_fifo\[54\]\[7\],22.96µm
u_uart2.u_rx_fifo.mem\[142\]\[1\],22.96µm
net9243,22.96µm
net11941,22.96µm
_036466_,22.95µm
_014526_,22.94µm
_023567_,22.94µm
_028861_,22.94µm
_031203_,22.94µm
_050469_,22.94µm
_075127_,22.94µm
_078584_,22.94µm
_087819_,22.94µm
net22482,22.94µm
_048470_,22.93µm
_015538_,22.92µm
_021999_,22.92µm
_028673_,22.92µm
_037498_,22.92µm
_037725_,22.92µm
_066080_,22.92µm
_067341_,22.92µm
_072396_,22.92µm
_079816_,22.92µm
_079994_,22.92µm
_084892_,22.92µm
_084959_,22.92µm
_085128_,22.92µm
_087144_,22.92µm
net10176,22.92µm
net12188,22.92µm
_012211_,22.9µm
_024209_,22.9µm
_065003_,22.9µm
_066199_,22.9µm
_086293_,22.9µm
net12061,22.9µm
net12914,22.9µm
net22971,22.9µm
_020115_,22.88µm
_021151_,22.88µm
_030183_,22.88µm
_031549_,22.88µm
_038078_,22.88µm
_055221_,22.88µm
_066014_,22.88µm
_075219_,22.88µm
_087838_,22.88µm
net8462,22.88µm
_061043_,22.87µm
_022297_,22.86µm
_061593_,22.86µm
_066378_,22.86µm
_078497_,22.86µm
_085417_,22.86µm
u_core.id_stage_i.register_file_i.mem\[583\],22.86µm
net21622,22.855µm
_058745_,22.845µm
_017307_,22.84µm
_027355_,22.84µm
_030327_,22.84µm
_037310_,22.84µm
_038212_,22.84µm
_050853_,22.84µm
_053922_,22.84µm
_057161_,22.84µm
_063382_,22.84µm
_074478_,22.84µm
_075295_,22.84µm
_077069_,22.84µm
_085898_,22.84µm
_086171_,22.84µm
u_jtag.ir_reg\[3\],22.84µm
u_npu.u_npu_engine.conv_acc\[217\],22.84µm
net21740,22.84µm
net22089,22.84µm
_023588_,22.82µm
_063401_,22.82µm
_079230_,22.82µm
u_core.cs_registers_i.mhpmcounter_q\[129\],22.82µm
u_core.id_stage_i.register_file_i.mem\[342\],22.82µm
u_qspi.rx_fifo\[21\]\[6\],22.82µm
_064359_,22.81µm
_020727_,22.8µm
_021361_,22.8µm
_021453_,22.8µm
_035374_,22.8µm
_052631_,22.8µm
_055588_,22.8µm
_055677_,22.8µm
_056327_,22.8µm
_058313_,22.8µm
_059145_,22.8µm
_059929_,22.8µm
_075054_,22.8µm
_075120_,22.8µm
_076431_,22.8µm
_079700_,22.8µm
_079880_,22.8µm
_083569_,22.8µm
_085170_,22.8µm
_085844_,22.8µm
u_core.id_stage_i.register_file_i.mem\[753\],22.8µm
_013573_,22.78µm
_027203_,22.78µm
_036130_,22.78µm
_037437_,22.78µm
_042991_,22.78µm
_056926_,22.78µm
_064105_,22.78µm
_085725_,22.78µm
_087302_,22.78µm
net24076,22.78µm
_018849_,22.76µm
_031371_,22.76µm
_034050_,22.76µm
_050064_,22.76µm
_062779_,22.76µm
_066297_,22.76µm
_074439_,22.76µm
_074530_,22.76µm
_085304_,22.76µm
_085400_,22.76µm
s6_rdata\[12\],22.76µm
net23733,22.76µm
_028683_,22.75µm
_013075_,22.74µm
_022959_,22.74µm
_062406_,22.74µm
_079503_,22.74µm
_081294_,22.74µm
_088645_,22.74µm
net9839,22.74µm
net23401,22.74µm
_082437_,22.73µm
_014691_,22.72µm
_020099_,22.72µm
_020886_,22.72µm
_030806_,22.72µm
_048464_,22.72µm
_052452_,22.72µm
_052830_,22.72µm
_060580_,22.72µm
_061260_,22.72µm
_064340_,22.72µm
_065686_,22.72µm
_074122_,22.72µm
_085194_,22.72µm
u_core.cs_registers_i.mepc_o\[6\],22.72µm
u_qspi.tx_fifo\[13\]\[16\],22.72µm
u_qspi.tx_fifo\[27\]\[0\],22.72µm
net10581,22.72µm
_018903_,22.7µm
_028235_,22.7µm
_060030_,22.7µm
_066848_,22.7µm
net12207,22.7µm
net12548,22.695µm
_014174_,22.68µm
_014318_,22.68µm
_037801_,22.68µm
_054581_,22.68µm
_054941_,22.68µm
_061683_,22.68µm
_064404_,22.68µm
_071596_,22.68µm
_073174_,22.68µm
_073548_,22.68µm
_084688_,22.68µm
_085348_,22.68µm
u_core.alu_operator_ex\[1\],22.68µm
u_jtag.dr_reg\[50\],22.68µm
u_timer.reg_tim_pre\[14\],22.68µm
net9506,22.67µm
_013289_,22.66µm
_029365_,22.66µm
_034858_,22.66µm
_051745_,22.66µm
_055064_,22.66µm
_072134_,22.66µm
_072442_,22.66µm
u_core.cs_registers_i.mhpmcounter_q\[23\],22.66µm
u_gpio.status_lvl_high\[9\],22.66µm
u_npu.u_npu_engine.rq_ab\[10\],22.66µm
net22217,22.66µm
_078266_,22.65µm
_016099_,22.64µm
_018452_,22.64µm
_020004_,22.64µm
_026753_,22.64µm
_029289_,22.64µm
_031349_,22.64µm
_056255_,22.64µm
_062508_,22.64µm
_063107_,22.64µm
_083834_,22.64µm
_083870_,22.64µm
net2735,22.64µm
u_core.id_stage_i.register_file_i.mem\[402\],22.635µm
_028700_,22.625µm
_037901_,22.625µm
_013917_,22.62µm
_016842_,22.62µm
_019760_,22.62µm
_044222_,22.62µm
_049126_,22.62µm
_049424_,22.62µm
_058421_,22.62µm
_070855_,22.62µm
_080073_,22.62µm
_082071_,22.62µm
u_npu.u_npu_engine.rq_scaled\[28\],22.62µm
net15271,22.62µm
_014037_,22.61µm
_019459_,22.61µm
_074411_,22.61µm
_026709_,22.605µm
_023965_,22.6µm
_027924_,22.6µm
_030307_,22.6µm
_049687_,22.6µm
_060371_,22.6µm
_060373_,22.6µm
_065442_,22.6µm
_069189_,22.6µm
_084807_,22.6µm
u_uart2.u_rx_fifo.mem\[137\]\[5\],22.59µm
_022789_,22.58µm
_028330_,22.58µm
_038514_,22.58µm
_050663_,22.58µm
_074998_,22.58µm
_080092_,22.58µm
_082410_,22.58µm
_084459_,22.58µm
_084712_,22.58µm
_087489_,22.58µm
u_core.cs_registers_i.depc_o\[12\],22.58µm
net12057,22.58µm
net20966,22.58µm
net21076,22.58µm
_014208_,22.56µm
_016187_,22.56µm
_024028_,22.56µm
_035707_,22.56µm
_039795_,22.56µm
_057065_,22.56µm
_075540_,22.56µm
_076478_,22.56µm
u_dma.reg_dst_addr\[18\],22.56µm
_038166_,22.55µm
net12364,22.55µm
_037199_,22.54µm
_052871_,22.54µm
_052917_,22.54µm
_055273_,22.54µm
_064237_,22.54µm
_074509_,22.54µm
_077124_,22.54µm
_080547_,22.54µm
_086615_,22.54µm
_013835_,22.52µm
_018474_,22.52µm
_053642_,22.52µm
_072919_,22.52µm
_074034_,22.52µm
_076375_,22.52µm
_076472_,22.52µm
_085427_,22.52µm
_087639_,22.52µm
u_qspi.rx_fifo\[26\]\[22\],22.52µm
u_qspi.rx_fifo\[8\]\[24\],22.51µm
_021394_,22.5µm
_023154_,22.5µm
_024938_,22.5µm
_027285_,22.5µm
_029578_,22.5µm
_032520_,22.5µm
_035545_,22.5µm
_054992_,22.5µm
_059323_,22.5µm
_063108_,22.5µm
_075405_,22.5µm
_078306_,22.5µm
_081646_,22.5µm
_083135_,22.5µm
u_gpio.status_fall\[14\],22.5µm
u_gpio.status_lvl_high\[14\],22.5µm
u_qspi.rx_fifo\[11\]\[20\],22.5µm
net21913,22.5µm
net22097,22.5µm
_072901_,22.495µm
_076367_,22.49µm
net11976,22.485µm
_012335_,22.48µm
_013615_,22.48µm
_015078_,22.48µm
_022569_,22.48µm
_028622_,22.48µm
_050655_,22.48µm
_058957_,22.48µm
_064092_,22.48µm
_074001_,22.48µm
_076461_,22.48µm
_081569_,22.48µm
u_qspi.tx_fifo\[62\]\[13\],22.48µm
net20658,22.48µm
net21450,22.48µm
net22437,22.48µm
_022466_,22.475µm
_048009_,22.465µm
_026487_,22.46µm
_027041_,22.46µm
_027177_,22.46µm
_030499_,22.46µm
_036475_,22.46µm
_038448_,22.46µm
_055283_,22.46µm
_059022_,22.46µm
_062127_,22.46µm
_063885_,22.46µm
_066713_,22.46µm
_074725_,22.46µm
_075877_,22.46µm
_075884_,22.46µm
_086406_,22.46µm
_087390_,22.46µm
_087664_,22.46µm
u_npu.u_npu_engine.rq_scaled\[10\],22.46µm
net8425,22.46µm
_016371_,22.44µm
_027119_,22.44µm
_032792_,22.44µm
_049712_,22.44µm
_052326_,22.44µm
_052933_,22.44µm
_057850_,22.44µm
_059693_,22.44µm
_060009_,22.44µm
_066711_,22.44µm
_081392_,22.44µm
u_core.cs_registers_i.mepc_o\[17\],22.44µm
net22250,22.44µm
_021991_,22.42µm
_027055_,22.42µm
_027109_,22.42µm
_037067_,22.42µm
_048072_,22.42µm
_049244_,22.42µm
_061818_,22.42µm
_075455_,22.42µm
_022394_,22.4µm
_039935_,22.4µm
_056985_,22.4µm
_064617_,22.4µm
_084516_,22.4µm
net12885,22.4µm
net13252,22.4µm
net20465,22.4µm
_013858_,22.38µm
_020585_,22.38µm
_023167_,22.38µm
_053479_,22.38µm
_053876_,22.38µm
_057315_,22.38µm
_058057_,22.38µm
_062464_,22.38µm
_086274_,22.38µm
_088557_,22.38µm
